date,symbol,marketcapname,sector
23-04-2024 9:30 am,NTPC,Largecap,Miscellaneous
23-04-2024 10:45 am,JSWSTEEL,Largecap,Metals
23-04-2024 2:15 pm,POWERGRID,Largecap,Miscellaneous
24-04-2024 9:15 am,CIPLA,Largecap,Pharmaceuticals
24-04-2024 9:15 am,HDFCBANK,Largecap,Bank
24-04-2024 9:15 am,TATASTEEL,Largecap,Metals
24-04-2024 9:30 am,JSWSTEEL,Largecap,Metals
24-04-2024 9:30 am,BAJAJ-AUTO,Largecap,Auto
24-04-2024 9:45 am,KOTAKBANK,Largecap,Bank
24-04-2024 9:45 am,HINDALCO,Largecap,Metals
24-04-2024 10:00 am,APOLLOHOSP,Largecap,Pharmaceuticals
24-04-2024 10:45 am,BAJAJFINSV,Largecap,Finance
25-04-2024 9:15 am,HCLTECH,Largecap,I.T
25-04-2024 9:30 am,GRASIM,Largecap,Textiles
25-04-2024 9:30 am,SUNPHARMA,Largecap,Pharmaceuticals
25-04-2024 9:45 am,RELIANCE,Largecap,Industrials
25-04-2024 10:00 am,LT,Largecap,Realty
25-04-2024 10:00 am,M&M,Largecap,Auto
25-04-2024 10:00 am,NIFTY,Smallcap,Indices
25-04-2024 10:00 am,INDUSINDBK,Largecap,Bank
25-04-2024 10:00 am,TCS,Largecap,I.T
25-04-2024 10:30 am,DRREDDY,Largecap,Pharmaceuticals
25-04-2024 11:00 am,COALINDIA,Largecap,Industrials
25-04-2024 1:00 pm,SHRIRAMFIN,Largecap,Finance
25-04-2024 1:00 pm,BAJAJFINSV,Largecap,Finance
25-04-2024 1:15 pm,BPCL,Largecap,Industrials
25-04-2024 1:30 pm,APOLLOHOSP,Largecap,Pharmaceuticals
25-04-2024 1:30 pm,HDFCLIFE,Largecap,Services
25-04-2024 1:45 pm,INFY,Largecap,I.T
25-04-2024 2:00 pm,ASIANPAINT,Largecap,Industrials
25-04-2024 2:00 pm,BRITANNIA,Largecap,FMCG
25-04-2024 2:00 pm,EICHERMOT,Largecap,Auto
25-04-2024 2:00 pm,ADANIENT,Largecap,Services
25-04-2024 2:00 pm,MARUTI,Largecap,Auto
25-04-2024 2:15 pm,TATACONSUM,Largecap,FMCG
25-04-2024 2:15 pm,TECHM,Largecap,I.T
25-04-2024 2:15 pm,ADANIPORTS,Largecap,Industrials
25-04-2024 2:30 pm,ULTRACEMCO,Largecap,Industrials
26-04-2024 9:15 am,HINDUNILVR,Largecap,FMCG
26-04-2024 9:15 am,WIPRO,Largecap,I.T
26-04-2024 9:15 am,BAJAJ-AUTO,Largecap,Auto
26-04-2024 9:15 am,LTIM,Largecap,I.T
26-04-2024 2:30 pm,SHRIRAMFIN,Largecap,Finance
